,label,question_text
2631,0,"Tenants agree to pay for clearing the drains of any and all stoppages except those which the plumber who is called to clear the stoppage will attest in writing were caused by defective plumbing, tree roots, or acts of God."
2632,0,Please use a drain filter to save unnecessary time & money with repairs.
2633,0,27.BACKYARD & GARDENS:
2634,0,"The Tenants agree to never use any form of pesticides (including rat poison, roach sprays, etc), or fertilizers unless written permission is granted from the Landlord."
2635,0,28.NON-LIABILITY:
2636,0,"The Tenants hereby state that work or repairs that need to be done will be handled by competent professionals, unless Tenants are qualified and capable of doing the work themselves and doing it properly, in a safe manner that meets all federal, state, and local regulations and have written approval from the landlord."
2637,0,Tenants further state that they will be legally responsible for any mishap they either do themselves or hire others to do. 
2638,0,Landlord will be held free from harm and liability along with his agents and representatives. 
2639,0,"In the event that needed repairs are beyond the Tenants' capacity, they are urged to arrange for professional help."
2640,0,29.DISCLOSURE OF LANDLORD/AGENT
2641,0,The management company is  . 
2642,0,"This company may be represented at various times by it's employees or agents, who will carry identification.  Management Co. is authorized to act for and on behalf of the Owner for the purpose of receiving and receipting notices and demands and for the service of process and all other acts which Landlord could or would do if personally present."
2643,0,The address for Management Co. is   .
2644,0,30.ACCESS TO PREMISES:
2645,0,"The Owner reserves the right to enter the residence at reasonable times to inspect, make necessary repairs, supply services, or show it to prospective residents, purchasers, workmen, or contractors. Whenever practicable, a two-day notice of the Owner's intent to enter shall be given to the Resident."
2646,0,31.SUBLETTING & ASSIGNMENT:
2647,0,"Tenants shall not sublet the entire premises or any part of the premises, nor shall they assign this Agreement to anyone else without first obtaining Landlords' written permission."
2648,0,"Prospective sublessees or assignees must submit an application to the Landlord and must agree to credit, background, reference, and employment verification as well as the obligation to pay a non-refundable
$25 application fee.  Permission to sublease will be determined by the sole discretion of the Landlord."
2649,0,32.PETS:
2650,0,Pets are allowed on the premises only by obtaining the Landlords' written permission first.
2651,0,"When possession of the property is given to the Tenant, only those pets listed on the Rental Application will be allowed unless subsequent written permission has been granted."
2652,0,"Pets does not include animals trained to serve the handicapped, such as seeing-eye dogs, hearing dogs, or service dogs."
2653,0,These animals may be housed on the premises so long as they are in the direct service of those they were trained to serve and so long as Landlord is notified in advance in writing of the circumstances.
2654,0,"In any case, when permission is granted, owners are required to pay an additional $25 per month pet-rent charge for one or more."
2655,0,"Additionally, a pet-application sheet must be submitted before move-in."
2656,0,If problems with pets occur there are several ways it may be handled depending on the events.
2657,0,If the pet is anyway dangerous it will not be allowed on the premises.
2658,0,In the event of the owner being negligent in regards to clean-up or allowing access to areas that the pet could damage the tenant will be fined or money will be taken from the deposit.
2659,0,If the pet is a nuisance in anyway the landlord may make suggestions to how the pet is cared for or may require the tenant to attend a training course to be approved by the landlord.
2660,0,Pets are never to be allowed in the yard unsupervised.
2661,0,Cleaning up after the pet is necessary immediately following defecation.
2662,0,Constant barking will not be permitted.
2663,0,33.TERMINATION UPON SALE OF PREMISES.
2664,0,"Notwithstanding any other provision of this Lease, Landlord may terminate this lease upon 45 days written notice to Tenant that the Premises have been sold."
2665,0,34.WAIVER:
2666,0,All rights given to Landlord by this agreement shall be cumulative in addition to any laws which exist or might come into being.
2667,0,Any exercise of any rights by Landlord or failure to exercise rights shall not act as waiver of those or any other rights.
2668,0,"No statement or promise by Landlord, its agents, or employees, as to tenancy, repairs, amount of rent to be paid, or other terms and conditions shall be binding unless it is put in writing and made a specific part of this agreement."
2669,0,35.TERMS:
2670,0,"In this agreement the singular number where used will include the plural, the masculine gender will include the feminine, the term Owner will include Landlord, Lessor; and the term Resident will include Tenant, Lessee."
2671,0,36.FULL DISCLOSURE:
2672,0,"The Tenants signing this Rental Contract hereby state that all questions about this Rental Agreement have been answered, that they fully understand all the provisions of the agreement and the obligations and responsibilities of each party, as spelled out herein."
2673,0,They further state that they agree to fulfill their obligations in every respect or suffer the full legal and financial consequences of their actions or lack of action in violation of this agreement. 
2674,0,Signature by the Tenant on this Rental Agreement is acknowledgement and he/she has received a signed copy of the Rental Agreement.
2675,0,"Accepted this  day of  , 20  .Tenant Signature Date Landlord-Manager Date"
2676,0,CONNECTICUT RESIDENTIAL LEASE AGREEMENT
2677,0,The terms of this Lease dated as of the  day of  are agreed to by:LANDLORD: TENANT:Address: Address:
2678,0,Original lease term:Beginning at 12:01 a.m. on  and ending at 11:59 p.m. on  
2679,0,"DEFINITIONS: In this Lease, the following words in this Definitions section have the meanings which follow them:You, Your and Tenant:  The person signing this Lease as Tenant and any other person occupying the Dwelling with our permission."
2680,0,"We, Our, Us and Landlord: The person or business organization signing this Lease as Landlord and anyone who becomes the owner of the Dwelling after the date this Lease is signed."
2681,0,All masculine pronouns shall include the feminine or neuter pronouns and all singular pronouns shall include plural pronouns whenever it makes sense to do so in this Lease.
2682,0,Address of Dwelling:  
2683,0,Monthly Rent: $ 
2684,0,Security Deposit: $  Not to exceed  month's rent:  month's rent if Tenant is over age   
2685,0,Rental payment to be payable to  and delivered to   
2686,0,"1.THE LEASE: We agree to rent Apartment  Condominium House and Grounds Other ) (describe ) (the ""Dwelling"") to you and you agree to rent the Dwelling from us for the Lease Term. "
2687,0,We and you agree to be bound by the terms of this Lease. 
2688,0,The Lease includes 2 parking space(s); 1 garage(s) only for your personal use.
2689,0,The Dwelling is is not a unit in a common interest community.
2690,0,2.RENT: You agree to pay us total rent for the Lease Term of $  
2692,0,"Thereafter, you shall pay your Monthly Rent in advance on the  day of each month."
2693,0,"If your Monthly Rent check is not honored by the bank on which it is drawn, that will mean that we have not received your Monthly Rent."
2695,0,you will pay interest at the rate of  % per month on the amount due from the due date until it is paid.
2696,0,You agree to make all Monthly Rent payments to us at the rental payment address indicated above or wherever we tell you by written notice.
2697,0,"3.UTILITIES, SYSTEMS & MAINTENANCE: (check one, not both)"
2698,0,(a) We You will pay for electricity.
2699,0,(b) We You will pay for water.
2700,0,(c) We You will pay for telephone.
2701,0,(d) We You will pay for cable.
2702,0,(e) We You will pay security system fees.
2703,0,(f) We You will pay for lawn and grounds maintenance.
2704,0,(g) We You will pay for snow removal.
2705,0,(h) We You will pay for trash collection.
2706,0,(i) We You will pay for gas.
2707,0,(j) We You will pay for heating fuel.
2708,0,(k) We You will pay for opening and closingof pool.
2709,0,(l) We You will pay for seasonal poolmaintenance.
2710,0,"If the Dwelling has oil heat and you are to pay for heating fuel, you will pay us, at the beginning of the term, the then- current price for any fuel in the tank(s) used exclusively for the Dwelling."
2711,0,"We will pay you, at the end of the term, the then-current price for all fuel in such tank(s)."
2712,0,4.YOUR DUTIES: You agree
2713,0,"(a)to use the Dwelling in compliance with all building, housing and fire codes affecting health and safety and any applicable condominium, co-operative or other applicable rules and regulations affecting the Dwelling."
2714,0,"If you do not, and the cost of our insurance increases or we are fined, you will reimburse us for the cost of such insurance increase or such fine or fines."
2715,0,"(b)to keep the Dwelling clean, neat and safe."
2716,0,"(c)to remove from the Dwelling all garbage, trash and other waste in a clean and safe manner."
2717,0,(d)to keep the Dwelling's plumbing fixtures and all appliances clean and to use them only for the purposes for which they have been designed and to use the toilet facilities only for the disposal of human waste.
2718,0,"(e)to use all electric, heating, cooling and other systems in the Dwelling in a prudent manner."
2719,0,"(f)to not willfully or negligently destroy, deface, damage, impair or remove any part of the Dwelling or permit anyone else to do so."
2720,0,(g)to avoid disturbing your neighbors' enjoyment of their dwellings and to require other individuals in the Dwelling to do the same.
2721,0,"(h)to keep the grounds,  in a neat and orderly condition."
2722,0,"(i)to keep the Dwelling in good condition and pay the first $  of any cost for each repair of the fixtures, the kitchen equipment and other appliances, unless such repair is due to a condition existing on the date of this Lease."
2723,0,You will pay all of such cost if the repair is required because of your misuse or neglect. 
2724,0,"If such repairs are needed to satisfy our duties under subsections (a) and (b) of Section 11, we shall pay the full costs."
2725,0,not to use or allow the use of a waterbed in the Dwelling without prior written consent.
2726,0,"to keep no pet animals, livestock or fowl in the Dwelling without our written   consent"
2727,0,(l)to provide and pay for personal liability insurance for your and our mutual benefit in an amount of not less than  $  for bodily injury and property damage in or about the Dwelling. 
2728,0,(m)to maintain and keep in operation smoke and/or fire alarm systems in the Dwelling.
2729,0,5.BROKER:
2730,0,(a)We and you recognize as the broker(s) who arranged this Lease  .
2731,0,(b)We will pay said broker(s) a commission as agreed upon.
2732,0,(c)You agree to protect us against the claims of other brokers for a commission for this Lease where the claims are based on showing the Dwelling to you or interesting you in it. 
2733,0,"This includes paying all costs of defending any such claim, including reasonable attorneys' fees. The provisions of this paragraph shall continue past the end of this Lease."
2734,0,"(d)No broker is responsible for the management, maintenance or upkeep of the Dwelling during the term of this Lease."
2735,0,6.SUBLETTING AND ASSIGNMENT: 
2736,0,You will not assign this Lease or sublet the whole or any part of the Dwelling without our written permission.
2737,0,"If you assign this Lease or sublet, you shall pay any broker's commission which may be due for the unexpired term of this Lease."
2738,0,7.SECURITY DEPOSIT: 
2740,0,We shall deposit  the Security Deposit in an escrow account in a financial institution.
2741,0,"We, or any successor to our interest in the Dwelling, shall be the escrow agent for such account and will hold the Security Deposit in accordance with the provisions of  47a-21 of the Connecticut General Statutes, as amended."
2743,0,"We shall pay you annually, on the anniversary date of your occupancy, the minimum amount of interest on the Security Deposit as required by  47a-21 of the Connecticut General Statutes, as amended."
2744,0,Such interest will be reported to the Internal Revenue Service using your Social Security number indicated below.
2745,0,You shall provide us with receipts for the payment of final utility charges which are your responsibility prior to the return of the Security Deposit.
2746,0,"If you do not carry out your promises under this Lease, we may use the Security Deposit to pay the rent or to repay ourselves for any damages we have because of your broken promises."
2747,0,The Security Deposit shall not be used by you to pay any Monthly Rent.
2749,0,8.USE OF PREMISES: 
2750,0,"You agree that the Dwelling shall be occupied and used as a private residence for one family only by you, your immediate family members and your servants."
2751,0,You will not permit any activity in the Dwelling which creates an unusual risk of fire or other hazard.
2752,0,You will not allow the Dwelling to remain vacant for more than fourteen (14) consecutive days without notifying us in advance of the planned vacancy.
2754,0,You shall not be absolved of any of your obligations under this Lease during any such vacancy.
2755,0,9.HOLDING OVER:
2756,0,You have no right to remain in the Dwelling after this Lease ends.
2757,0,Holding over by you does not renew this Lease without our written consent.
2759,0,10.ALTERATIONS: Unless you receive our prior written consent
2760,0,"(a)you may not make alterations or additions to the Dwelling,"
2761,0,"(b)you may not drive nails in floors, walls or ceilings,"
2762,0,"(c)you may not paint or wallpaper any portion of the Dwelling,"
2763,0,"(d)you may not change the locks or add any locks to the Dwelling doors,"
2764,0,(e)you may not remove any smoke or fire detectors or security systems or make them inoperable.
2765,0,11.OUR DUTIES:
2766,0,(a)We agree to comply with all building and housing codes dealing with health and safety with respect to the Dwelling.
2767,0,(b)We agree to make all repairs and do whatever is needed to put and keep the Dwelling in a fit and livable condition. 
2768,0,"If the Dwelling is made unfit or unlivable by you, a member of your family, or any person in the Dwelling, you have the duty to make repairs."
2769,0,"If you do not make these repairs, we can  make them at your expense."
2770,0,"(c)We agree to keep all common areas, if any, clean and safe."
2771,0,"(d)Except as otherwise provided, we agree to keep in good condition all electric, plumbing, sanitary, heating and other systems and elevators, if any, supplied by us, normal wear and tear arising from reasonable use excepted."
2772,0,12.TENANT'S DEFAULT:
2773,0,We may end this Lease  and take possession of the Dwelling if any of the following occurs
2774,0,(a)we do not receive your Monthly Rent by the due date or within the period stated in  47a-15a of the Connecticut General Statutes.
2775,0,We do not need to notify you that the Rent is due.
2776,0,(b)you fail to keep any of the promises you have made in this Lease.
2778,0,13.LANDLORD'S RIGHTS FOR TENANT'S BROKEN PROMISES:
2779,0,"If you break any of your promises in this Lease(a)we may end this Lease and make you vacate the Dwelling, and (b)to the extent permitted by applicable law, you waive all right to notice to quit (move out), and (c)you will pay us all lost rent and other damages or costs we may incur because of your broken promises. "
2780,0,"These costs may include the expenses of a lawyer, if we hire one, to the extent permitted by law."
2781,0,"They  may also include the costs of retaking possession of the Dwelling and, if necessary, the costs of redecorating or making repairs."
2782,0,"If you break any of your promises, but we take no action because of it, it does not mean that we may not take action later if you break the same, or another, promise."
2784,0,You will pay us interest at the rate of 1 % per month on any amount (other than as otherwise expressly provided in this Lease) which is unpaid 30 days after we notify you of the amount.
2785,0,14.SALE BY LANDLORD:
2786,0,"If we sell the Building, we  shall give the new owner your Security Deposit and any Rent you have paid us in advance."
2787,0,"After we have done so, you will look only to the new Landlord and not to us, to enforce the Landlord's promises under this Lease."
2788,0,15.INSPECTION OF DWELLING:
2789,0,"(a)You shall not unreasonably withhold, consent to our entering the Dwelling."
2790,0,"(b)We or our agents may, with your consent, enter the Dwelling to do any of the following (i) inspect it(ii)make necessary or agreed repairs and alterations(iii)supply agreed to services and (iv) show it to prospective or actual tenants, buyers, workmen, appraisers or mortgage lenders."
2791,0,(c)We may enter the Dwelling without notice or your consent in case of emergency.
2793,0,You agree to sign any authorization or agreement required to permit the use of a key box upon the Dwelling.
2794,0,16.FIRE OR OTHER CASUALTY: 
2796,0,"If continued use is lawful, you may vacate any part of the Dwelling rendered unusable, in which case the rent shall be adjusted."
2797,0,17.CONDEMNATION:
2798,0,"If the Dwelling is wholly or partially taken or condemned, you shall have no claim to damages for such taking."
2799,0,In addition (i) we may end this Lease as of the date of such taking or condemnation or
2800,0,"if the Dwelling is left unusable as a dwelling by such taking, you may end this Lease as of the date of said taking or condemnation"
2801,0,"if we or you do not decide to end this Lease, it shall continue as if no taking or condemnation had occurred."
2802,0,18.NOTICES:
2803,0,"If we or you wish to give the other a notice, it shall be in writing."
2804,0,"Our notices to you shall be delivered to the Dwelling or mailed to the Dwelling by certified mail, return receipt requested."
2805,0,"Your notices to us shall be delivered   or   mailed   by   certified   mail,   return receipt requested, to the place where you last paid your Rent."
2806,0,You and we shall each be responsible for collecting certified mail from the post office if the mail carrier cannot deliver it.
2807,0,19.INDIVIDUAL LIABILITY:
2808,0,Each person who signs this Lease as Tenant is responsible for payment of the full Rent and will keep all the other promises included in this Lease.
2809,0,20.PEACEFUL POSSESSION:
2810,0,(a)We state that we have the right to lease the Dwelling to you.
2811,0,"(b)You may peaceably and quietly have, hold and enjoy the Dwelling, subject to the provisions of this Lease, as long as you meet your duties as a tenant under this Lease and all applicable law."
2812,0,21.CONDITION OF PREMISES:
2813,0,(a)You have examined the Dwelling and accept it in its present condition.
2814,0,(b)You will not damage the Dwelling or permit damage to be done to it.
2815,0,"When this Lease is ended, you will leave the Dwelling vacant and in as clean and good condition as it is in now. "
2816,0,"Changes in condition due to ordinary wear and tear or acts of God are excepted. Burns, stains, holes or tears of any size or kind in the carpeting, draperies or walls, among other items, shall not be considered ordinary wear and tear."
2817,0,22.NO WAIVER:
2818,0,(a)Our failure to insist on strict performance of any of the terms and agreements herein is not a waiver of our rights.
2819,0,(b)Our failure to insist on strict performance of any of the terms and agreements herein is not a waiver of our rights in case of any later breach of the terms herein.
2820,0,"If we accept overdue Monthly Rent, we waive our right to end this Lease because the Monthly Rent was overdue. "
2821,0,Such acceptance will not waive our future rights if the Monthly Rent is late again.
2822,0,23.BANKRUPTCY:
2824,0,"Upon such ending of your rights, all future rent and other sums due become instantly due. "
2825,0,Acceptance by us of any sum from a person other than you shall not be deemed to be a waiver of any of your rights under this Lease.
2826,0,24.SUBORDINATION TO MORTGAGES: 
2827,0,This Lease shall be subject and subordinate at all times to any mortgage(s) now or at any time on the Dwelling.
2828,0,"If we desire to place any mortgage(s) on the Dwelling, you agree to sign any instrument which may be necessary or desirable to give any such mortgage(s) priority over this Lease. "
2829,0,Your refusal to sign such instrument entitles us to cancel this Lease.
2830,0,25.PERSONALTY (Personal Property):
2831,0,"(a)We also lease to you at no additional rental the personal property now located in the Dwelling and listed in the schedule, if any, attached to this Lease."
2832,0,Such schedule is to be part of this Lease and has been examined and approved by you and us.
2833,0,(b)You agree to lease said personal property from us.
2834,0,(c)You shall permit no damage to the personal property and keep the same in good order.
2835,0,"You shall pay for repairs and pay for or replace any of the personal property that is damaged, broken or lost."
2836,0,(d)You shall not permit any of said personal property to be taken out of the Dwelling at any time.
2837,0,"At the end of the term, you shall return said personal property in as good condition as it is now, except for normal wear and tear."
2838,0,"Burns, stains, holes or tears of any size or kind in said personal property, among other items, shall not be considered normal wear and tear."
2839,0,26.ENTIRE AGREEMENT: 
2840,0,You and we agree that this Lease sets forth our entire agreement.
2841,0,Neither you nor we shall claim that the other has made any other promise or agreement unless the promise or agreement is in writing and signed by the party making the promise or agreement.
2842,0,27.BINDING EFFECT: 
2843,0,"The agreements in this Lease shall be binding upon and benefit us, and you, and our and your respective successors, heirs, executors, administrators, and assigns."
2844,0,Landlord Tenant
2845,0,By: Tenant's Social Security Number:   
2846,0,Landlord Tenant
2847,0,By: Tenant's Social Security Number:   
2848,0,"Dated at  , Connecticut this  day of  , 20 "
2849,0,Realtor C Firm Name Owner
2850,0,By: Owner
2851,0,No. Street No. Street
2852,0,City State Zip City State
2853,0,
2854,0,MONTH-TO-MONTH LEASE AGREEMENT
2855,0,"This Lease Agreement (""Lease"") is entered by and between ______________________ (""Landlord"") and ______________________  (""Tenant"") on _______ (Date)."
2856,0,"Landlord and Tenant may collectively be referred to as the ""Parties."""
2857,0,This Lease creates joint and several liabilities in the case of multiple Tenants.
2858,0,The Parties agree as follows:
2859,0,1. Premises:
2860,0,"Landlord hereby leases the premises located at ___________________________________________________ in the City of _________________, State of ________________, (the ""Premises"")  to Tenant."
2861,0,2. Lease Term:
2862,0,The Lease will start on _____________________ and will continue as a month-to-month tenancy.
2863,0,In accordance with the State Statutes to terminate tenancy the Landlord or Tenant must give the other party a written one (1) months' notice of Lease non-renewal. 
2865,0,"If the Tenant does not provide the Landlord with a written ____ days' notice, they shall forfeit their full deposit amount."
2866,0,3. Lease Payments: 
2867,0,Tenant agrees to pay to Landlord as rent for the Premises the amount of ___________________________ dollars ($______________) each month in advance on the 1st day of each month at _________________________ or at any other address designated by Landlord.
2868,0,"If the Lease Term does not start on the 1st day of the month or end on the last day of a month, the first and last month's rent will be prorated accordingly."
2869,0,4. Security Deposit:
2871,0,"Landlord may use part or all of the security deposit to repair any damage to the Premises caused by Tenant, Tenant's family, agents and visitors to the Premises."
2872,0,"However, Landlord is not just limited to the security deposit amount and Tenant remains liable for any balance."
2873,0,Tenant shall not apply or deduct any portion of any security deposit from the last or any month's rent. 
2874,0,Tenant shall not use or apply any such security deposit at any time in lieu of payment of rent.
2875,0,"If Tenant breaches any terms or conditions of this Lease, Tenant shall forfeit any deposit, as permitted by law."
2876,0,5. Late Charges: 
2877,0,Rent is due on the 1st of each month.
2878,0,"If any or all of the rent is not received by the ____ of the month, $____ per day will be charged as late fees"
2879,0,$____ per day will be charged as late fees until full rental payment is received.
2880,0,"If rent is not received by the ____ of the month, Tenant will be considered in breach of the Lease Agreement and eviction proceedings will be initiated."
2881,0,6. Insufficient Funds: 
2882,0,Tenant agrees to pay the charge of $____ for each check given by Tenant to Landlord that is returned to Landlord for lack of sufficient funds
2883,0,7. Defaults: 
2884,0,"If Tenant fails to perform or fulfill any obligation under this Lease, Tenant shall be in default of this Lease."
2885,0,"Subject to any statute ordinance or law to the contrary, Tenant shall have ____ days from the date of notice of default by Landlord to cure the default."
2886,0,"In the event Tenant does not cure a default, Landlord may at Landlord's option: a) cure such default and the cost of such action may be added to Tenant's financial obligations under this Lease; or b) declare Tenant in default of the Lease."
2887,0,"In the event of default, Landlord may also, as permitted by law, re-enter the Premises and re-take possession of the Premises."
2890,0,"The failure of Tenants or their guests or invitees to comply with any term of this Agreement is ground for termination of the tenancy, with appropriate notice to Tenants and procedures as required by law.  "
2891,0,8. Quiet Enjoyment:
2892,0,"Tenant shall be entitled to quiet enjoyment of the Premises and Landlord will not interfere with that right, as long as Tenant pays the rent in a timely manner and performs all other obligations under this Lease."
2893,0,9. Possession and Surrender of Premises: 
2894,0,Tenant shall be entitled to possession of the Premises on the 1st day of the Lease Term.
2895,0,"At the expiration of the Lease, Tenant shall peaceably surrender the Premises to the Landlord or Landlord's agent in good condition, as it was at the commencement of the Lease, reasonable wear and tear excepted."
2896,0,10. Use of Premises: 
2897,0,Tenant shall only use the Premises as a residence.
2898,0,The Premises shall not be used to carry on any type of business or trade without prior written consent of the Landlord. 
2899,0,"Tenant will comply with all laws, rules, ordinances, statutes and orders regarding the use of the Premises."
2900,0,11. Occupants:
2901,0,Tenant agrees that no more than ____ persons may reside on the Premises without prior written consent of the Landlord.
2902,0,12. Condition of Premises: 
2903,0,"Tenant or Tenant's agent has inspected the Premises, the fixtures, the grounds, building and improvements and acknowledges that the Premises are in good and acceptable condition and are habitable."
2905,0,13. Assignment and Sublease:
2906,0,Tenant   shall   shall not assign or sublease any interest in this Lease. 
2907,0,"All sublease arrangement must be made with prior written consent of the Landlord, which consent shall not be unreasonably withheld. "
2908,0,"Any assignment or sublease without Landlord's written prior consent shall, at Landlord's option, terminate this Lease."
2909,0,14. Dangerous Materials:
2910,0,"Tenant shall not keep or have on or around the Premises any item of a dangerous, flammable or explosive nature that might unreasonably increase the risk of fire or explosion on or around the Premises or that might be considered hazardous by any responsible insurance company."
2911,0,15. Utilities and Services: 
2912,0,"Charge for   electricity,   telephone service,   cable television,   heat,   hot water,   water,   garbage pick-up,   snow-removal and   lawn maintenance are services/utilities provided to the apartment are included as a part of this Lease and shall be borne by the Landlord in addition to the following: _______________________________________________________________________."
2913,0,16. Pets:
2914,0,Tenant shall not keep any pets on the Premises without the prior written consent of the Landlord.
2915,0,"If Landlord grants permission to Tenant to keep pets, an additional security deposit of $____ will be required by the Landlord to keep in trust for potential damage to the Premises caused by Tenant's pets."
2916,0,17. Alterations and Improvements: 
2917,0,Tenant agrees not to make any improvements or alterations to the Premises without prior written consent of the Landlord.
2918,0,"If any alterations, improvement or changes are made to or built on or around the Premises, with the exception of fixtures and personal property that can be removed without damage to the Premises, they shall become the property of Landlord and shall remain at the expiration of the Lease, unless otherwise agreed in writing."
2919,0,18. Damage to Premises:
2921,0,"If Landlord decides not to repair or rebuild the Premises, then this Lease shall terminate and the rent shall be prorated up to the time of the damage."
2922,0,Any unearned rent paid in advance shall be refunded to Tenant.
2923,0,19. Maintenance and Repair:
2925,0,"Tenant shall be responsible to make all repairs to the Premises, fixtures, appliances and equipment therein that may have been damaged by Tenant's misuse, waste or neglect, or that of the Tenant's family, agents or visitors."
2926,0,Tenant agrees that no painting will be done on or about the Premises without the prior written consent of Landlord. 
2927,0,"Tenant shall promptly notify Landlord of any damage, defect or destruction of the Premises or in the event of the failure of any of the appliances or equipment."
2928,0,"Landlord will use its best efforts to repair or replace any such damaged or defective areas, appliances or equipment."
2929,0,20. Right of Inspection:
2930,0,"Tenant agrees to make the Premises available to Landlord or Landlord's agents for the purposes of inspection, making repairs or improvements, or to supply agreed services or show the premises to prospective buyers or tenants, or in case of emergency."
2931,0,"Except in case of emergency, Landlord shall give Tenant reasonable notice of intent to enter. "
2932,0,"Tenant shall not, without Landlord's prior written consent, add, alter or re-key any locks to the Premises."
2933,0,At all times Landlord shall be provided with a key or keys capable of unlocking all such locks and gaining entry. 
2934,0,"Tenant further agrees to notify Landlord in writing if Tenant installs any burglar alarm system, including instructions on how to disarm it in case of emergency entry."
2935,0,21. Holdover: 
2937,0,shall be created subject to the same terms and conditions of this Lease at a monthly rental rate of the same in this agreement unless otherwise agreed by the Parties in writing.
2938,0,Such month-to-month tenancy shall be terminable on thirty (30) days' notice by either Party or on longer notice if required by law.
2939,0,22. Abandonment:
2941,0,Abandonment is defined as absence of the Tenants from the Premises for at least ____ consecutive days without notice to Landlord. 
2942,0,"If Tenant abandons the Premises while the rent is outstanding for more than ____ days and there is not reasonable evidence, other than the presence of the Tenants' personal property, that the Tenant is occupying the unit, Landlord may at Landlord's option terminate this Lease Agreement and regain possession in the manner prescribed by law."
2943,0,Landlord will dispose of all abandoned personal property on the Premises in any manner allowed by law.
2944,0,23. Extended Absences:
2945,0,"In the event Tenant will be away from the Premises for more than 7 consecutive days, Tenant agrees to notify Landlord in writing of such absence."
2946,0,"During such absence, Landlord may enter the premises at times reasonably necessary to maintain the property and inspect for damages and needed repairs."
2947,0,24. Security:
2948,0,Tenant understands that Landlord does not provide any security alarm system or other security for Tenant or the Premises.
2949,0,"In the event any alarm system is provided, Tenant understands that such alarm system is not warranted to be complete in all respects or to be sufficient to protect Tenant on the Premises."
2950,0,"Tenant releases Landlord from any loss, damage, claim or injury resulting from the failure of any alarm system, security or from the lack of any alarm system or security."
2951,0,25. Severability:
2952,0,"If any part of this Lease shall be held unenforceable for any reason, the remainder of this Agreement shall continue in full force and effect."
2953,0,"If any provision of this Lease is deemed invalid or unenforceable by any court of competent jurisdiction, and if limiting such provision would make the provision valid, then such provision shall be deemed to be construed as so limited."
2954,0,26. Insurance: 
2955,0,Landlord and Tenant shall each be responsible to maintain appropriate insurance for their respective interests in the Premises and property located on the Premises. 
2956,0,Tenant understands that Landlord will not provide any insurance coverage for Tenant's property.
2957,0,"Landlord will not be responsible for any loss of Tenant's property, whether by theft, fire, riots, strikes, acts of God or otherwise. "
2958,0,Landlord encourages Tenant to obtain renter's insurance or other similar coverage to protect against risk of loss.
2959,0,27. Binding Effect: 
2960,0,"The covenants and conditions contained in the Lease shall apply to the Parties and the heirs, legal representatives, successors and permitted assigns of the Parties."
2961,0,28. Governing Law: 
2962,0,This Lease shall be governed by and construed in accordance with the laws of the State of ______________.
2963,0,29. Entire Agreement:
2964,0,This Lease constitutes the entire Agreement between the Parties and supersedes any prior understanding or representation of any kind preceding the date of this Agreement. 
2965,0,"There are no other promises, conditions, understandings or other Agreements, whether oral or written, relating to the subject matter of this Lease. "
2966,0,This Lease may be modified in writing and must be signed by both Landlord and Tenant.
2967,0,30. Notice:
2968,0,"Any notice required or otherwise given pursuant to this Lease shall be in writing and mailed certified return receipt requested, postage prepaid, or delivered by overnight delivery service, if to Tenant, at the Premise and if to Landlord, at the address for payment of rent."
2969,0,Either party may change such addresses from time to time by providing notice as set forth above.
2970,0,31. Cumulative Rights:
2971,0,Landlord's and Tenant's rights under this Lease are cumulative and shall not be construed as exclusive of each other unless otherwise required by law.
2972,0,32. Waiver:
2973,0,The failure of either Party to enforce any provisions of the Lease shall not be deemed a waiver of limitation of that Party's right to subsequently enforce and compel strict compliance with every provision of this Lease.
2974,0,The acceptance of rent by Landlord does not waive Landlord's right to enforce any provisions of this Lease.
2975,0,33. Indemnification: 
2976,0,"To the extent permitted by law, Tenant will indemnify and hold Landlord and Landlord's property, including the Premises, free and harmless from any liability for losses, claims, injury to or death of any person, including Tenant, or for damage to property arising from Tenant using and occupying the Premises or from the acts or omissions of any person or persons, including Tenant, in or about the Premises with Tenant's express or implied consent except Landlord's act or negligence."
2977,0,34. Legal Fees: 
2978,0,"In the event that the Tenant violates the terms of the Lease or defaults in the performance of any covenants in the Lease and the Landlord engages an attorney or institutes a legal action, counterclaim, or summary proceeding against Tenants based upon such violation or default, Tenants shall be liable to Landlord for the costs and expenses incurred in enforcing this Lease, including reasonable attorney fees and costs."
2979,0,"In the event the Tenants bring any action against the Landlord pursuant to this Lease and the Landlord prevails, Tenant shall be liable to Landlord for costs and expenses of defending such action, including reasonable attorney fees and costs."
2980,0,35. Display of Signs: 
2982,0,Tenant agrees that no signs shall be placed on the Premises without the prior written consent of the Landlord.
2983,0,36. Noise:
2984,0,"Tenant shall not cause or allow any unreasonably loud noise or activity in the Premises that might disturb the rights, comforts and conveniences of other persons."
2985,0,No lounging or visiting will be allowed in the common areas.  Furniture delivery and removal will take place between _____a.m. and _____p.m.
2986,0,37. Parking:
2987,0,Tenant is  granted not granted permission to use parking space(s) that may be found at ___ for the purpose of parking ____ motor vehicle(s) during the term of this Lease.
2988,0,"Landlord is not responsible for, nor does it assume any liability for damages caused by fire, theft, casualty or any other cause whatsoever with respect to any car or its contents."
2989,0,38. Balconies:
2990,0,"Tenant   shall   shall not use balcony for the purpose of storage, drying clothes, cleaning rugs or grilling."
